time:0.1826004981994629, Total Loss:6.100305080413818, Segmentation Loss:0.390714555978775, Discriminative Loss:5.709590435028076
time:0.18340134620666504, Total Loss:0.05084211379289627, Segmentation Loss:0.039365049451589584, Discriminative Loss:0.011477066203951836
Epoch:14, Total Loss:6.803452014923096, Segmentation Loss:4.920327663421631, Discriminative Loss:1.8831225633621216
time:0.18287038803100586, Total Loss:0.0413212850689888, Segmentation Loss:0.030453559011220932, Discriminative Loss:0.010867726057767868
time:0.1816399097442627, Total Loss:0.03977266699075699, Segmentation Loss:0.03205777704715729, Discriminative Loss:0.007714889477938414
time:0.1812427043914795, Total Loss:0.03965972736477852, Segmentation Loss:0.031819891184568405, Discriminative Loss:0.007839835248887539
time:0.1874237060546875, Total Loss:0.04850662499666214, Segmentation Loss:0.03705313056707382, Discriminative Loss:0.011453492566943169
time:0.17554497718811035, Total Loss:0.04631180316209793, Segmentation Loss:0.03456869721412659, Discriminative Loss:0.011743107810616493
time:0.18561506271362305, Total Loss:0.04902678728103638, Segmentation Loss:0.037782151252031326, Discriminative Loss:0.0112446378916502
Epoch:15, Total Loss:6.44488000869751, Segmentation Loss:4.851366996765137, Discriminative Loss:1.593512773513794
time:0.1813817024230957, Total Loss:0.0470416434109211, Segmentation Loss:0.03876880556344986, Discriminative Loss:0.008272837847471237
time:0.18582558631896973, Total Loss:0.049614548683166504, Segmentation Loss:0.03859046846628189, Discriminative Loss:0.011024081148207188
time:0.17777156829833984, Total Loss:0.04595635086297989, Segmentation Loss:0.031629424542188644, Discriminative Loss:0.014326928183436394
time:0.1818389892578125, Total Loss:0.047948695719242096, Segmentation Loss:0.0380205474793911, Discriminative Loss:0.009928147308528423
time:0.18534374237060547, Total Loss:0.04436644911766052, Segmentation Loss:0.03411562368273735, Discriminative Loss:0.010250825434923172
time:0.1797342300415039, Total Loss:0.04879012331366539, Segmentation Loss:0.039239730685949326, Discriminative Loss:0.009550392627716064
Epoch:16, Total Loss:6.325826644897461, Segmentation Loss:4.701930999755859, Discriminative Loss:1.6238933801651
time:0.1736445426940918, Total Loss:0.04146368056535721, Segmentation Loss:0.02944479137659073, Discriminative Loss:0.012018891051411629
time:0.18154406547546387, Total Loss:0.0506257526576519, Segmentation Loss:0.04170694574713707, Discriminative Loss:0.008918807841837406
time:0.17632055282592773, Total Loss:0.045538123697042465, Segmentation Loss:0.03501993045210838, Discriminative Loss:0.010518192313611507
time:0.18845653533935547, Total Loss:0.05444716662168503, Segmentation Loss:0.04210439324378967, Discriminative Loss:0.012342773377895355
time:0.17490458488464355, Total Loss:0.058060694485902786, Segmentation Loss:0.04407963156700134, Discriminative Loss:0.013981063850224018
time:0.16800236701965332, Total Loss:0.040109194815158844, Segmentation Loss:0.02909785322844982, Discriminative Loss:0.011011340655386448
Epoch:17, Total Loss:6.322052001953125, Segmentation Loss:4.612276077270508, Discriminative Loss:1.7097749710083008
time:0.17225933074951172, Total Loss:0.03806465119123459, Segmentation Loss:0.028829926624894142, Discriminative Loss:0.009234726428985596
time:0.1727735996246338, Total Loss:0.050090618431568146, Segmentation Loss:0.04010866954922676, Discriminative Loss:0.009981947019696236
time:0.17752885818481445, Total Loss:0.03726434335112572, Segmentation Loss:0.027097880840301514, Discriminative Loss:0.010166461579501629
time:0.18170571327209473, Total Loss:0.042255956679582596, Segmentation Loss:0.029902808368206024, Discriminative Loss:0.012353148311376572
time:0.18657875061035156, Total Loss:0.06623633205890656, Segmentation Loss:0.04998438060283661, Discriminative Loss:0.016251947730779648
time:0.17371416091918945, Total Loss:0.043332308530807495, Segmentation Loss:0.0345284566283226, Discriminative Loss:0.008803850039839745
Epoch:18, Total Loss:6.004293441772461, Segmentation Loss:4.600747108459473, Discriminative Loss:1.4035451412200928
time:0.17653322219848633, Total Loss:0.04049680382013321, Segmentation Loss:0.031351059675216675, Discriminative Loss:0.009145744144916534
time:0.17881035804748535, Total Loss:0.04974348843097687, Segmentation Loss:0.04065987840294838, Discriminative Loss:0.009083609096705914
time:0.18304777145385742, Total Loss:0.045080993324518204, Segmentation Loss:0.034903932362794876, Discriminative Loss:0.010177060030400753
time:0.18255352973937988, Total Loss:0.04861663654446602, Segmentation Loss:0.03801447153091431, Discriminative Loss:0.010602165013551712
time:0.17396187782287598, Total Loss:0.03952006995677948, Segmentation Loss:0.031167004257440567, Discriminative Loss:0.008353064768016338
time:0.1807093620300293, Total Loss:0.046080172061920166, Segmentation Loss:0.03416339308023453, Discriminative Loss:0.011916779913008213
Epoch:19, Total Loss:5.9194536209106445, Segmentation Loss:4.511733055114746, Discriminative Loss:1.4077227115631104
time:0.1669013500213623, Total Loss:0.039518795907497406, Segmentation Loss:0.03178178146481514, Discriminative Loss:0.007737013977020979
time:0.18030047416687012, Total Loss:0.041591815650463104, Segmentation Loss:0.032290659844875336, Discriminative Loss:0.009301154874265194
time:0.1753683090209961, Total Loss:0.03913416713476181, Segmentation Loss:0.029908394441008568, Discriminative Loss:0.009225774556398392
time:0.18183517456054688, Total Loss:0.04340353235602379, Segmentation Loss:0.03381689265370369, Discriminative Loss:0.009586638770997524
time:0.1730823516845703, Total Loss:0.0376606360077858, Segmentation Loss:0.02819535695016384, Discriminative Loss:0.00946527998894453
time:0.1752948760986328, Total Loss:0.03968973457813263, Segmentation Loss:0.031233571469783783, Discriminative Loss:0.008456161245703697
Epoch:20, Total Loss:5.843111515045166, Segmentation Loss:4.408816337585449, Discriminative Loss:1.4077227115631104
time:0.18187713623046875, Total Loss:0.04001645743846893, Segmentation Loss:0.029839353635907173, Discriminative Loss:0.01017710193991661
time:0.17445731163024902, Total Loss:0.0578380785882473, Segmentation Loss:0.030952993780374527, Discriminative Loss:0.026885084807872772
time:0.17069697380065918, Total Loss:0.03765362501144409, Segmentation Loss:0.02801099419593811, Discriminative Loss:0.00964263267815113
time:0.16904568672180176, Total Loss:0.03903387486934662, Segmentation Loss:0.02815581113100052, Discriminative Loss:0.01087806187570095
time:0.18408751487731934, Total Loss:0.04991871118545532, Segmentation Loss:0.04134652391076088, Discriminative Loss:0.008572188206017017
time:0.17648601531982422, Total Loss:0.0452662892639637, Segmentation Loss:0.03486001491546631, Discriminative Loss:0.010406275279819965
Epoch:21, Total Loss:5.97158670425415, Segmentation Loss:4.3501505851745605, Discriminative Loss:1.6214371919631958
time:0.18181228637695312, Total Loss:0.04309418797492981, Segmentation Loss:0.03410131111741066, Discriminative Loss:0.008992874994874
time:0.1841726303100586, Total Loss:0.05005888268351555, Segmentation Loss:0.039047397673130035, Discriminative Loss:0.011011484079062939
time:0.17104625701904297, Total Loss:0.03766723722219467, Segmentation Loss:0.029697418212890625, Discriminative Loss:0.007969820871949196
time:0.17258429527282715, Total Loss:0.03810727596282959, Segmentation Loss:0.029034612700343132, Discriminative Loss:0.009072661399841309
time:0.18130254745483398, Total Loss:0.046899329870939255, Segmentation Loss:0.03722861036658287, Discriminative Loss:0.00967071857303381
time:0.1763308048248291, Total Loss:0.04507589340209961, Segmentation Loss:0.030994340777397156, Discriminative Loss:0.014081551693379879
Epoch:22, Total Loss:5.735002517700195, Segmentation Loss:4.3271870613098145, Discriminative Loss:1.407814621925354
time:0.17948460578918457, Total Loss:0.038607534021139145, Segmentation Loss:0.029593678191304207, Discriminative Loss:0.009013854898512363
time:0.17802977561950684, Total Loss:0.04444688931107521, Segmentation Loss:0.03412807360291481, Discriminative Loss:0.010318816639482975
time:0.17510652542114258, Total Loss:0.035703323781490326, Segmentation Loss:0.02691207267343998, Discriminative Loss:0.008791249245405197
time:0.17626667022705078, Total Loss:0.04332306981086731, Segmentation Loss:0.035084035247564316, Discriminative Loss:0.008239036425948143
time:0.18205475807189941, Total Loss:0.040613651275634766, Segmentation Loss:0.03117433562874794, Discriminative Loss:0.009439317509531975
time:0.17883825302124023, Total Loss:0.04356714338064194, Segmentation Loss:0.03410022333264351, Discriminative Loss:0.009466918185353279
Epoch:23, Total Loss:5.693099021911621, Segmentation Loss:4.355002403259277, Discriminative Loss:1.3380967378616333
time:0.1776716709136963, Total Loss:0.03857756406068802, Segmentation Loss:0.02880488894879818, Discriminative Loss:0.00977267324924469
time:0.1880505084991455, Total Loss:0.04159274697303772, Segmentation Loss:0.032140783965587616, Discriminative Loss:0.009451963007450104
time:0.17856907844543457, Total Loss:0.058645907789468765, Segmentation Loss:0.03280169144272804, Discriminative Loss:0.025844216346740723
time:0.17272377014160156, Total Loss:0.04279547184705734, Segmentation Loss:0.03300393000245094, Discriminative Loss:0.009791543707251549
time:0.17943668365478516, Total Loss:0.03975287079811096, Segmentation Loss:0.030424706637859344, Discriminative Loss:0.009328166022896767
time:0.18638205528259277, Total Loss:0.07224474847316742, Segmentation Loss:0.0422031544148922, Discriminative Loss:0.030041594058275223
Epoch:24, Total Loss:5.776288032531738, Segmentation Loss:4.26776647567749, Discriminative Loss:1.508521556854248
time:0.1839292049407959, Total Loss:0.04011484980583191, Segmentation Loss:0.030615344643592834, Discriminative Loss:0.009499503299593925
time:0.1877913475036621, Total Loss:0.047883566468954086, Segmentation Loss:0.03694251924753189, Discriminative Loss:0.01094104629009962
time:0.17959213256835938, Total Loss:0.04032261297106743, Segmentation Loss:0.029421599581837654, Discriminative Loss:0.010901013389229774
time:0.17815470695495605, Total Loss:0.04018672555685043, Segmentation Loss:0.03191760554909706, Discriminative Loss:0.008269119076430798
time:0.17570209503173828, Total Loss:0.03526319935917854, Segmentation Loss:0.027005700394511223, Discriminative Loss:0.008257499895989895
time:0.17846393585205078, Total Loss:0.03675420954823494, Segmentation Loss:0.02611987106502056, Discriminative Loss:0.010634338483214378
Epoch:25, Total Loss:5.529353141784668, Segmentation Loss:4.179862022399902, Discriminative Loss:1.349490761756897
time:0.17952418327331543, Total Loss:0.037541501224040985, Segmentation Loss:0.02747034840285778, Discriminative Loss:0.010071150958538055
time:0.17847061157226562, Total Loss:0.043093953281641006, Segmentation Loss:0.035666100680828094, Discriminative Loss:0.007427853532135487
time:0.1784663200378418, Total Loss:0.21009069681167603, Segmentation Loss:0.03652617335319519, Discriminative Loss:0.17356452345848083
time:0.17692041397094727, Total Loss:0.5667441487312317, Segmentation Loss:0.0908740907907486, Discriminative Loss:0.4758700430393219
time:0.17502570152282715, Total Loss:1.2390774488449097, Segmentation Loss:0.06638216972351074, Discriminative Loss:1.172695279121399
time:0.17813944816589355, Total Loss:0.3886245787143707, Segmentation Loss:0.05451541766524315, Discriminative Loss:0.3341091573238373
Epoch:26, Total Loss:76.6999282836914, Segmentation Loss:6.655456066131592, Discriminative Loss:70.04446411132812
time:0.1728808879852295, Total Loss:0.15024180710315704, Segmentation Loss:0.03666355460882187, Discriminative Loss:0.11357825249433517
time:0.17289519309997559, Total Loss:0.0718970000743866, Segmentation Loss:0.03795638307929039, Discriminative Loss:0.03394061699509621
time:0.1774156093597412, Total Loss:0.0594155490398407, Segmentation Loss:0.039678387343883514, Discriminative Loss:0.019737161695957184
time:0.18468785285949707, Total Loss:0.06904122233390808, Segmentation Loss:0.04475195333361626, Discriminative Loss:0.024289265275001526
time:0.18238353729248047, Total Loss:0.09846601635217667, Segmentation Loss:0.050123900175094604, Discriminative Loss:0.04834211617708206
time:0.17143869400024414, Total Loss:0.044281184673309326, Segmentation Loss:0.03257808834314346, Discriminative Loss:0.011703097261488438
Epoch:27, Total Loss:12.707761764526367, Segmentation Loss:5.7052764892578125, Discriminative Loss:7.00248384475708
time:0.18733477592468262, Total Loss:0.06142811104655266, Segmentation Loss:0.04147595912218094, Discriminative Loss:0.01995215192437172
time:0.17736387252807617, Total Loss:0.05190936103463173, Segmentation Loss:0.03665360063314438, Discriminative Loss:0.015255759470164776
time:0.1763617992401123, Total Loss:0.06272165477275848, Segmentation Loss:0.04895130917429924, Discriminative Loss:0.013770345598459244
time:0.17780375480651855, Total Loss:0.04363911971449852, Segmentation Loss:0.03196270763874054, Discriminative Loss:0.01167641207575798
time:0.1833200454711914, Total Loss:0.0734236091375351, Segmentation Loss:0.04329957067966461, Discriminative Loss:0.030124038457870483
time:0.17278385162353516, Total Loss:0.10439921915531158, Segmentation Loss:0.034615013748407364, Discriminative Loss:0.06978420168161392
Epoch:28, Total Loss:7.3025593757629395, Segmentation Loss:4.953287124633789, Discriminative Loss:2.349271774291992
time:0.19034838676452637, Total Loss:0.0701574981212616, Segmentation Loss:0.055084727704524994, Discriminative Loss:0.015072770416736603
time:0.17774486541748047, Total Loss:0.05546785145998001, Segmentation Loss:0.03674668073654175, Discriminative Loss:0.018721172586083412
time:0.18611526489257812, Total Loss:0.04793093353509903, Segmentation Loss:0.03333733230829239, Discriminative Loss:0.014593599364161491
time:0.17868733406066895, Total Loss:0.052805934101343155, Segmentation Loss:0.044181618839502335, Discriminative Loss:0.00862431526184082
time:0.16617631912231445, Total Loss:0.03680279850959778, Segmentation Loss:0.02680165320634842, Discriminative Loss:0.010001147165894508
time:0.17851042747497559, Total Loss:0.05950428172945976, Segmentation Loss:0.043059200048446655, Discriminative Loss:0.016445081681013107
Epoch:29, Total Loss:7.303532600402832, Segmentation Loss:4.730352878570557, Discriminative Loss:2.5731778144836426
time:0.18236303329467773, Total Loss:0.05268765240907669, Segmentation Loss:0.04022320359945297, Discriminative Loss:0.012464448809623718
time:0.1804215908050537, Total Loss:0.04238630831241608, Segmentation Loss:0.029401566833257675, Discriminative Loss:0.012984740547835827
time:0.18276143074035645, Total Loss:0.04395043104887009, Segmentation Loss:0.03479568660259247, Discriminative Loss:0.00915474258363247
time:0.17567133903503418, Total Loss:0.0591132715344429, Segmentation Loss:0.0324367992579937, Discriminative Loss:0.026676472276449203
time:0.18082404136657715, Total Loss:0.05011029168963432, Segmentation Loss:0.041955091059207916, Discriminative Loss:0.008155200630426407
time:0.17206096649169922, Total Loss:0.04188153147697449, Segmentation Loss:0.031189316883683205, Discriminative Loss:0.010692213661968708
Epoch:30, Total Loss:6.542705535888672, Segmentation Loss:4.603440761566162, Discriminative Loss:1.939266324043274
time:0.1851208209991455, Total Loss:0.045946940779685974, Segmentation Loss:0.03371038660407066, Discriminative Loss:0.01223655603826046
time:0.17671585083007812, Total Loss:0.034229569137096405, Segmentation Loss:0.026104694232344627, Discriminative Loss:0.008124873973429203
time:0.17709732055664062, Total Loss:0.04640445113182068, Segmentation Loss:0.035185374319553375, Discriminative Loss:0.011219078674912453
time:0.1757798194885254, Total Loss:0.04317231476306915, Segmentation Loss:0.03052564337849617, Discriminative Loss:0.012646669521927834
time:0.1738443374633789, Total Loss:0.04276434704661369, Segmentation Loss:0.031200258061289787, Discriminative Loss:0.011564088985323906
time:0.18445420265197754, Total Loss:0.056744322180747986, Segmentation Loss:0.04651292413473129, Discriminative Loss:0.010231398977339268
Epoch:31, Total Loss:6.168603897094727, Segmentation Loss:4.492136001586914, Discriminative Loss:1.6764681339263916
time:0.17760634422302246, Total Loss:0.041856855154037476, Segmentation Loss:0.03186478465795517, Discriminative Loss:0.009992068633437157
time:0.1741621494293213, Total Loss:0.05068385601043701, Segmentation Loss:0.03815638646483421, Discriminative Loss:0.012527471408247948
time:0.18085527420043945, Total Loss:0.04543497785925865, Segmentation Loss:0.03669145703315735, Discriminative Loss:0.008743519894778728
time:0.18236851692199707, Total Loss:0.06432463228702545, Segmentation Loss:0.041596848517656326, Discriminative Loss:0.022727781906723976
