time:0.27127623558044434, Total Loss:5.861077785491943, Segmentation Loss:0.341858834028244, Discriminative Loss:5.519218921661377
time:0.2672855854034424, Total Loss:0.09424597024917603, Segmentation Loss:0.045777689665555954, Discriminative Loss:0.04846828430891037
time:0.23636746406555176, Total Loss:0.104617178440094, Segmentation Loss:0.04689890146255493, Discriminative Loss:0.057718273252248764
time:0.2902250289916992, Total Loss:0.06436878442764282, Segmentation Loss:0.0436384454369545, Discriminative Loss:0.020730338990688324
time:0.2662944793701172, Total Loss:0.0729164108633995, Segmentation Loss:0.04716922715306282, Discriminative Loss:0.025747181847691536
time:0.23836421966552734, Total Loss:0.0544247180223465, Segmentation Loss:0.040644850581884384, Discriminative Loss:0.013779869303107262
time:0.27628111839294434, Total Loss:0.06551279872655869, Segmentation Loss:0.04426373913884163, Discriminative Loss:0.021249057725071907
time:0.26628732681274414, Total Loss:0.06289002299308777, Segmentation Loss:0.04712787643074989, Discriminative Loss:0.015762148424983025
time:0.23437285423278809, Total Loss:0.22186872363090515, Segmentation Loss:0.05937465280294418, Discriminative Loss:0.16249406337738037
time:0.26928067207336426, Total Loss:0.1895211935043335, Segmentation Loss:0.04244736582040787, Discriminative Loss:0.14707383513450623
time:0.2782557010650635, Total Loss:0.061796072870492935, Segmentation Loss:0.040345754474401474, Discriminative Loss:0.02145031839609146
time:0.2263936996459961, Total Loss:0.0746954157948494, Segmentation Loss:0.050899896770715714, Discriminative Loss:0.023795519024133682
Epoch:3, Total Loss:26.676239013671875, Segmentation Loss:15.081645965576172, Discriminative Loss:11.594592094421387
time:0.2952098846435547, Total Loss:0.07083114981651306, Segmentation Loss:0.05127771571278572, Discriminative Loss:0.019553430378437042
time:0.2762622833251953, Total Loss:0.050840914249420166, Segmentation Loss:0.039850667119026184, Discriminative Loss:0.010990248993039131
time:0.23836112022399902, Total Loss:0.07576198875904083, Segmentation Loss:0.06112247332930565, Discriminative Loss:0.014639519155025482
time:0.2842419147491455, Total Loss:0.0695301815867424, Segmentation Loss:0.049030110239982605, Discriminative Loss:0.020500073209404945
time:0.27426743507385254, Total Loss:0.06915633380413055, Segmentation Loss:0.049098480492830276, Discriminative Loss:0.02005784958600998
time:0.23796987533569336, Total Loss:0.07058677822351456, Segmentation Loss:0.054543476551771164, Discriminative Loss:0.016043299809098244
time:0.28025245666503906, Total Loss:0.06997580826282501, Segmentation Loss:0.048237062990665436, Discriminative Loss:0.021738741546869278
time:0.2712748050689697, Total Loss:0.10783936083316803, Segmentation Loss:0.04136884585022926, Discriminative Loss:0.06647051870822906
time:0.23836302757263184, Total Loss:0.07523638755083084, Segmentation Loss:0.055864933878183365, Discriminative Loss:0.019371453672647476
time:0.28324341773986816, Total Loss:0.0669197142124176, Segmentation Loss:0.05079418048262596, Discriminative Loss:0.01612553745508194
time:0.28324317932128906, Total Loss:0.08660423010587692, Segmentation Loss:0.04094801843166351, Discriminative Loss:0.04565621167421341
time:0.23237943649291992, Total Loss:0.06289398670196533, Segmentation Loss:0.0501968190073967, Discriminative Loss:0.012697167694568634
time:0.29421496391296387, Total Loss:0.06107421964406967, Segmentation Loss:0.04781651869416237, Discriminative Loss:0.013257699087262154
time:0.2732682228088379, Total Loss:0.10270829498767853, Segmentation Loss:0.05582786723971367, Discriminative Loss:0.04688042402267456
Epoch:4, Total Loss:20.506120681762695, Segmentation Loss:13.548677444458008, Discriminative Loss:6.957437992095947
time:0.2373650074005127, Total Loss:0.05694376677274704, Segmentation Loss:0.04345674440264702, Discriminative Loss:0.013487020507454872
time:0.28025150299072266, Total Loss:0.05229359492659569, Segmentation Loss:0.03846138343214989, Discriminative Loss:0.0138322114944458
time:0.28025031089782715, Total Loss:0.18930861353874207, Segmentation Loss:0.04155157506465912, Discriminative Loss:0.14775703847408295
time:0.24634099006652832, Total Loss:0.08960504084825516, Segmentation Loss:0.05992710962891579, Discriminative Loss:0.02967793308198452
time:0.27727675437927246, Total Loss:0.048781126737594604, Segmentation Loss:0.034486304968595505, Discriminative Loss:0.014294822700321674
time:0.2732706069946289, Total Loss:0.06694463640451431, Segmentation Loss:0.053802844136953354, Discriminative Loss:0.013141794130206108
time:0.23237967491149902, Total Loss:0.06210394576191902, Segmentation Loss:0.046565234661102295, Discriminative Loss:0.015538711100816727
time:0.2817542552947998, Total Loss:0.04732406139373779, Segmentation Loss:0.03649253025650978, Discriminative Loss:0.010831532068550587
time:0.28523707389831543, Total Loss:0.05776810646057129, Segmentation Loss:0.04548127204179764, Discriminative Loss:0.012286832556128502
time:0.24235248565673828, Total Loss:0.05101823806762695, Segmentation Loss:0.03696940466761589, Discriminative Loss:0.014048835262656212
time:0.2872326374053955, Total Loss:0.05390046536922455, Segmentation Loss:0.04166026413440704, Discriminative Loss:0.012240199372172356
time:0.2792534828186035, Total Loss:0.04767908528447151, Segmentation Loss:0.0362037718296051, Discriminative Loss:0.01147531345486641
time:0.24135398864746094, Total Loss:0.06458966434001923, Segmentation Loss:0.04801607131958008, Discriminative Loss:0.016573593020439148
time:0.2782571315765381, Total Loss:0.04917578399181366, Segmentation Loss:0.04051462933421135, Discriminative Loss:0.008661152794957161
Epoch:5, Total Loss:19.756654739379883, Segmentation Loss:13.0340576171875, Discriminative Loss:6.722590446472168
time:0.27729153633117676, Total Loss:0.0802975669503212, Segmentation Loss:0.06659770011901855, Discriminative Loss:0.013699866831302643
time:0.2403573989868164, Total Loss:0.06759637594223022, Segmentation Loss:0.04910179600119591, Discriminative Loss:0.018494581803679466
time:0.2812495231628418, Total Loss:0.08993212878704071, Segmentation Loss:0.07605043053627014, Discriminative Loss:0.013881695456802845
time:0.27526378631591797, Total Loss:0.045594051480293274, Segmentation Loss:0.032986897975206375, Discriminative Loss:0.01260715164244175
time:0.2423536777496338, Total Loss:0.049858108162879944, Segmentation Loss:0.03320517763495445, Discriminative Loss:0.01665293239057064
time:0.28324198722839355, Total Loss:0.07561906427145004, Segmentation Loss:0.06508094817399979, Discriminative Loss:0.010538113303482533
time:0.2792537212371826, Total Loss:0.06217486038804054, Segmentation Loss:0.048754800111055374, Discriminative Loss:0.013420060276985168
time:0.23636794090270996, Total Loss:0.06085699051618576, Segmentation Loss:0.050540000200271606, Discriminative Loss:0.010316992178559303
time:0.2932162284851074, Total Loss:0.045750051736831665, Segmentation Loss:0.03149167075753212, Discriminative Loss:0.01425838004797697
time:0.27725911140441895, Total Loss:0.06942085176706314, Segmentation Loss:0.053845472633838654, Discriminative Loss:0.015575379133224487
time:0.24634242057800293, Total Loss:0.0557558499276638, Segmentation Loss:0.04378850385546684, Discriminative Loss:0.011967347003519535
time:0.2872307300567627, Total Loss:0.05124570056796074, Segmentation Loss:0.040074292570352554, Discriminative Loss:0.01117140706628561
time:0.2682828903198242, Total Loss:0.12302538752555847, Segmentation Loss:0.0696764811873436, Discriminative Loss:0.05334891006350517
time:0.2453451156616211, Total Loss:0.0651245266199112, Segmentation Loss:0.05353260785341263, Discriminative Loss:0.01159192156046629
Epoch:6, Total Loss:16.732295989990234, Segmentation Loss:12.063859939575195, Discriminative Loss:4.66843318939209
time:0.2842414379119873, Total Loss:0.045728858560323715, Segmentation Loss:0.034860752522945404, Discriminative Loss:0.010868106037378311
time:0.2952096462249756, Total Loss:0.06416767090559006, Segmentation Loss:0.04815300554037094, Discriminative Loss:0.016014665365219116
time:0.24733924865722656, Total Loss:0.06379850208759308, Segmentation Loss:0.03900601714849472, Discriminative Loss:0.024792488664388657
time:0.29122138023376465, Total Loss:0.08488938212394714, Segmentation Loss:0.0502321720123291, Discriminative Loss:0.03465721011161804
time:0.2792541980743408, Total Loss:0.048143334686756134, Segmentation Loss:0.03127256780862808, Discriminative Loss:0.016870766878128052
time:0.23636627197265625, Total Loss:0.05161672830581665, Segmentation Loss:0.03939871862530708, Discriminative Loss:0.012218010611832142
time:0.29620885848999023, Total Loss:0.0569828525185585, Segmentation Loss:0.03563889116048813, Discriminative Loss:0.021343963220715523
time:0.2787594795227051, Total Loss:0.0684441477060318, Segmentation Loss:0.055784691125154495, Discriminative Loss:0.012659456580877304
time:0.23936009407043457, Total Loss:0.07596912980079651, Segmentation Loss:0.059274543076753616, Discriminative Loss:0.01669459044933319
time:0.28822994232177734, Total Loss:0.04501953721046448, Segmentation Loss:0.03203759342432022, Discriminative Loss:0.012981945648789406
time:0.27127504348754883, Total Loss:0.05031314492225647, Segmentation Loss:0.03945012763142586, Discriminative Loss:0.010863016359508038
time:0.24235224723815918, Total Loss:0.05039456486701965, Segmentation Loss:0.03688104450702667, Discriminative Loss:0.013513519428670406
time:0.28324294090270996, Total Loss:0.042197085916996, Segmentation Loss:0.031494077295064926, Discriminative Loss:0.010703008621931076
time:0.2772555351257324, Total Loss:0.08885625004768372, Segmentation Loss:0.05436473712325096, Discriminative Loss:0.03449151664972305
Epoch:7, Total Loss:17.25007438659668, Segmentation Loss:11.62581729888916, Discriminative Loss:5.624260902404785
